"Table 16-4. Median annual salaries of employed U.S. scientists and engineers with a doctorate as the highest degree, by occupation, ethnicity, race, and years since highest degree: 2013",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"Level of highest degree, occupation, ethnicity, and race             ",Employed scientists and engineers,,< 5,,5–9,,10–14,,15–19,,20–24,,25–29,,30–34,,35+,
                    Hispanic or Latinoa ,*,*,D,D,*,*,D,D,*,*,D,D,D,D,D,D,D,D
                    Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                         American Indian or Alaska Nativeb,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                         Asian,"121,000","2,500","98,000","2,500","119,000","2,500","131,000","6,500","138,000","14,500","151,000","10,500",*,*,*,*,*,*
                         Black or African American,*,*,*,*,*,*,D,D,D,D,D,D,D,D,D,D,D,D
                         White,"129,000","1,500","110,000","6,500","117,000","5,000","139,000","7,500","129,000","14,000","134,000","3,000","142,000","16,500","148,000","22,000","129,000","18,000"
                         Other racec,*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
               Industrial engineers,"84,000","28,500",S,S,*,*,*,*,*,*,D,D,D,D,D,D,*,*
                    Hispanic or Latinoa ,*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                    Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                         American Indian or Alaska Nativeb,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                         Asian,*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                         Black or African American,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                         White,"99,000","8,500",*,*,*,*,D,D,D,D,D,D,D,D,D,D,*,*
                         Other racec,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
               Mechanical engineers,"102,000","6,500","80,000","14,500","93,000","8,500","116,000","2,000","126,000","5,000","118,000","8,500",*,*,*,*,"108,000","16,500"
                    Hispanic or Latinoa ,*,*,*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                    Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                         American Indian or Alaska Nativeb,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                         Asian,"94,000","5,500",S,S,"89,000","14,500","114,000","3,000","122,000","20,500","110,000","24,000",*,*,D,D,*,*
                         Black or African American,*,*,D,D,*,*,D,D,D,D,D,D,D,D,D,D,D,D
                         White,"113,000","4,000","85,000","9,000","102,000","7,500","117,000","1,500","127,000","6,500","122,000","11,500",*,*,*,*,"102,000","15,500"
                         Other racec,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
               Postsecondary teachers - engineering,"100,000",500,"76,000","4,000","86,000","2,500","93,000","3,500","104,000","4,000","118,000","6,000","119,000","4,000","118,000","20,000","117,000","10,000"
                    Hispanic or Latinoa ,"90,000","2,500",*,*,*,*,*,*,*,*,*,*,*,*,D,D,D,D
                    Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                         American Indian or Alaska Nativeb,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                         Asian,"100,000","3,500","76,000","6,500","82,000","6,000","98,000","12,000","110,000","6,000","111,000","13,500","119,000","5,000",*,*,*,*
                         Black or African American,"83,000","7,000",*,*,*,*,*,*,D,D,*,*,D,D,D,D,D,D
                         White,"100,000",500,"76,000","7,000","87,000","2,500","92,000","3,500","100,000","4,000","118,000","7,000","120,000","9,500","121,000","22,000","117,000","15,000"
                         Other racec,*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
               Other engineers,"101,000","5,000","79,000","1,500","94,000","9,000","112,000","6,500","110,000","7,500","149,000","4,500","127,000","5,000","129,000","7,000","120,000","14,000"
                    Hispanic or Latinoa ,"96,000","7,000",*,*,*,*,*,*,*,*,D,D,D,D,D,D,D,D
                    Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                         American Indian or Alaska Nativeb,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                         Asian,"95,000","7,500","79,000","3,000","92,000","14,000","107,000","11,500","95,000","10,000","140,000","6,000",*,*,*,*,*,*
                         Black or African American,*,*,*,*,*,*,D,D,D,D,D,D,D,D,D,D,D,D
                         White,"110,000","4,000","78,000","3,000","95,000","10,000","119,000","4,500","120,000","11,500","134,000","12,000","129,000","7,000","129,000","8,000","120,000","18,000"
                         Other racec,*,*,*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D
     S&E-related occupations,"94,000","3,500","72,000","10,500","83,000","4,000","98,000","18,000","122,000","17,000","135,000","16,500","101,000","29,500","149,000","17,500","133,000","14,500"
          Hispanic or Latinoa ,"79,000","5,500",S,S,S,S,"103,000","5,000",*,*,S,S,*,*,*,*,S,S
          Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
               American Indian or Alaska Nativeb,"119,000","9,000",S,S,D,D,D,D,*,*,D,D,D,D,D,D,D,D
               Asian,"99,000","9,000","88,000","18,000","82,000","9,000","100,000","9,000","133,000","18,000","147,000","9,000","100,000","16,500","128,000","18,500","115,000","17,500"
               Black or African American,"83,000","13,000","69,000","1,000","87,000","12,500","166,000","62,500","101,000","12,000",*,*,*,*,*,*,D,D
               White,"98,000","6,500","64,000","2,000","84,000","4,500","92,000","22,000","110,000","27,000","129,000","16,500","129,000","9,000","149,000","15,500","139,000","12,000"
               Other racec,S,S,*,*,*,*,*,*,*,*,*,*,S,S,D,D,D,D
          Health occupations,"92,000","3,000","70,000","10,000","80,000","6,500","118,000","19,000","95,000","22,000","135,000","41,500","109,000","18,000","145,000","26,500","120,000","24,000"
               Hispanic or Latinoa ,S,S,*,*,S,S,*,*,*,*,S,S,D,D,D,D,S,S
               Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                    American Indian or Alaska Nativeb,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                    Asian,"91,000","1,000",S,S,"75,000","11,000","87,000","9,500","101,000","33,000","198,000","57,000","86,000","13,500",*,*,*,*
                    Black or African American,"85,000","5,000","72,000","5,000","79,000","5,000",*,*,*,*,*,*,*,*,D,D,D,D
                    White,"94,000","3,500","64,000","2,000","86,000","9,000","119,000","19,000","94,000","28,000","113,000","33,000","120,000","13,000","145,000","27,500","139,000","13,000"
                    Other racec,"85,000","7,000",*,*,*,*,*,*,D,D,*,*,D,D,D,D,D,D
"          S&E managers, including health","136,000","8,500","117,000","29,000","96,000","11,500","110,000","13,500","153,000","5,500","156,000","11,500","159,000","8,500","161,000","7,500","170,000","10,500"
               Hispanic or Latinoa ,"99,000","11,000",*,*,*,*,*,*,*,*,*,*,D,D,D,D,D,D
               Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                    American Indian or Alaska Nativeb,*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                    Asian,"140,000","6,500",*,*,"96,000","12,000","132,000","10,500","158,000","25,500","144,000","6,000",*,*,"144,000","36,000",*,*
                    Black or African American,"88,000",500,*,*,S,S,*,*,*,*,D,D,D,D,D,D,D,D
                    White,"141,000","7,500","137,000","34,000","101,000","1,500","105,000","19,000","151,000","4,500","163,000","8,000","160,000","9,500","165,000","9,500","171,000","12,500"
                    Other racec,*,*,*,*,*,*,*,*,D,D,D,D,D,D,D,D,D,D
          S&E precollege teacher,"59,000","10,500","68,000","16,000","64,000","23,500",S,S,"59,000","14,000","65,000","9,500",S,S,*,*,*,*
               Hispanic or Latinoa ,S,S,D,D,D,D,*,*,D,D,D,D,D,D,D,D,D,D
               Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                    American Indian or Alaska Nativeb,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                    Asian,*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                    Black or African American,"69,000","5,000",S,S,S,S,D,D,D,D,D,D,D,D,D,D,D,D
                    White,"53,000","17,500",D,D,"46,000","15,000",S,S,"55,000","18,000","56,000","13,000",*,*,*,*,*,*
                    Other racec,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
          S&E technician/ technologist,"95,000","8,500","62,000","9,000","68,000","7,000","87,000","42,500","98,000","10,000","126,000","12,000",D,D,D,D,S,S
               Hispanic or Latinoa ,*,*,*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D
               Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                    American Indian or Alaska Nativeb,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                    Asian,"80,000","15,000","49,000","10,000","63,000","7,000","78,000","3,000","95,000","18,500","129,000","22,000",D,D,D,D,D,D
                    Black or African American,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                    White,"97,000","10,000","86,000","7,000",*,*,S,S,"98,000","40,500",S,S,D,D,D,D,*,*
                    Other racec,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
          Other S&E-related,S,S,*,*,*,*,*,*,D,D,D,D,D,D,D,D,D,D
               Hispanic or Latinoa ,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
               Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                    American Indian or Alaska Nativeb,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                    Asian,*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                    Black or African American,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                    White,"47,000","2,500",*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                    Other racec,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
     Non-S&E occupations,"93,000","4,500","65,000","4,500","81,000","5,500","80,000","6,500","95,000","9,000","115,000","14,000","114,000","7,000","119,000","11,500","100,000","5,500"
          Hispanic or Latinoa ,"65,000","7,000","65,000","4,500","65,000","9,000","83,000","20,500","74,000","11,500","141,000","49,500",S,S,S,S,S,S
          Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
               American Indian or Alaska Nativeb,*,*,D,D,D,D,*,*,D,D,D,D,D,D,D,D,D,D
               Asian,"104,000","3,500","96,000","26,000","101,000","4,000","88,000","20,500","126,000","18,500","127,000","13,500",S,S,"79,000","16,000","80,000","29,000"
               Black or African American,"80,000","3,500","69,000","11,000","111,000","32,500","79,000","3,000","73,000","4,000","51,000","22,000",S,S,S,S,*,*
               White,"95,000","6,000","61,000","5,000","75,000","8,000","80,000","10,000","93,000","12,000","119,000","13,000","115,000","8,000","120,000","6,500","107,000","13,000"
               Other racec,"62,000","7,000","59,000",500,S,S,*,*,*,*,S,S,*,*,*,*,D,D
          Arts/ humanities/ related,"36,000","11,000",S,S,"40,000","5,500","47,000","2,500","35,000",500,S,S,S,S,"14,000","2,000","19,000","6,000"
               Hispanic or Latinoa ,S,S,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
               Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                    American Indian or Alaska Nativeb,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                    Asian,"30,000","13,500",*,*,*,*,*,*,D,D,*,*,D,D,D,D,D,D
                    Black or African American,*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                    White,"43,000","10,500","34,000","16,500","36,000","6,500","47,000","3,000",S,S,"76,000","9,500",S,S,"14,000","2,000","19,000","6,000"
                    Other racec,*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
          Management-related,"113,000","9,000","89,000","9,000","90,000","14,000","102,000","15,000","135,000","21,000","129,000","9,000","127,000","47,500","118,000","19,500","99,000","18,000"
               Hispanic or Latinoa ,"90,000","19,500",*,*,*,*,*,*,*,*,*,*,D,D,D,D,D,D
               Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                    American Indian or Alaska Nativeb,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                    Asian,"120,000","5,500","99,000","31,500","104,000","19,000","123,000","12,500","141,000","21,000","119,000","19,000",*,*,D,D,*,*
                    Black or African American,"91,000","24,000",*,*,*,*,*,*,*,*,*,*,*,*,D,D,*,*
                    White,"113,000","12,000","92,000","17,500","83,000","24,500","100,000","20,000","129,000","24,000","129,000","8,500","130,000","60,500","126,000","26,000","103,000","20,000"
                    Other racec,*,*,D,D,D,D,*,*,D,D,D,D,D,D,D,D,D,D
          Non-S&E manager,"141,000","4,500","100,000","13,000","120,000","13,500","119,000","6,500","151,000","9,500","141,000","16,500","156,000","19,000","150,000","9,500","167,000","12,500"
               Hispanic or Latinoa ,"140,000","24,000",*,*,"140,000","56,000","120,000","31,000","129,000","16,000",*,*,*,*,*,*,*,*
               Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                    American Indian or Alaska Nativeb,*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                    Asian,"149,000","10,500",S,S,"116,000","12,500","102,000","16,000","197,000","9,000","163,000","42,000","197,000","24,500",S,S,"105,000","4,000"
                    Black or African American,"128,000","24,500",S,S,"133,000","7,500","99,000","7,000","75,000","16,000",*,*,S,S,*,*,*,*
                    White,"141,000","4,500","100,000","11,500","101,000","8,500","123,000","6,500","154,000","8,000","131,000","20,500","150,000","13,500","147,000","8,500","176,000","7,500"
                    Other racec,"109,000","11,500",D,D,D,D,*,*,D,D,*,*,D,D,*,*,D,D
          Non-S&E postsecondary teacher,"79,000","2,500","65,000","4,500","80,000","5,500","71,000","8,000","79,000","3,500","89,000","7,000","99,000","7,000","85,000","26,500","80,000","20,000"
               Hispanic or Latinoa ,"65,000","3,500","61,000","3,000","64,000","4,000","61,000","3,000",D,D,*,*,*,*,*,*,D,D
               Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                    American Indian or Alaska Nativeb,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                    Asian,"83,000","12,000","126,000","38,000","102,000","7,000","69,000","4,000","72,000","17,500","98,000","18,000",*,*,*,*,D,D
                    Black or African American,"72,000","7,500","65,000","4,500",*,*,*,*,"64,000","8,500",*,*,*,*,D,D,D,D
                    White,"79,000","2,000","62,000","4,500","75,000","9,500","75,000","6,500","81,000","4,500","86,000","16,500","99,000","5,500","90,000","27,500","80,000","18,000"
                    Other racec,"93,000","11,000",*,*,S,S,D,D,*,*,D,D,D,D,D,D,D,D
          Non-S&E precollege/ other teacher,S,S,S,S,"61,000","2,500",S,S,"70,000","10,500",S,S,S,S,D,D,D,D
               Hispanic or Latinoa ,S,S,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
               Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                    American Indian or Alaska Nativeb,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                    Asian,*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                    Black or African American,*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                    White,S,S,S,S,*,*,S,S,*,*,S,S,S,S,D,D,D,D
                    Other racec,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
          Sales/ marketing,"65,000","24,500","51,000","5,500","100,000","6,000","115,000","2,000","104,000","14,000","83,000","30,000","112,000","25,000","46,000","18,500",S,S
               Hispanic or Latinoa ,S,S,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
               Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                    American Indian or Alaska Nativeb,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                    Asian,"96,000","22,500",*,*,*,*,"142,000","36,500","79,000","21,500",*,*,*,*,D,D,*,*
                    Black or African American,*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                    White,"81,000","25,000","51,000","2,500",*,*,"114,000","7,500","114,000","28,000","73,000","16,500","105,000","25,500",S,S,S,S
                    Other racec,*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
          Social service/ related,"54,000","9,000","50,000","7,500","48,000","12,000","50,000","6,000","70,000","10,500","67,000","29,000","51,000","5,500","68,000","3,500","50,000","4,500"
               Hispanic or Latinoa ,"60,000","17,500",*,*,*,*,S,S,D,D,D,D,D,D,D,D,D,D
               Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                    American Indian or Alaska Nativeb,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                    Asian,"50,000","9,000",D,D,*,*,D,D,D,D,D,D,D,D,D,D,D,D
                    Black or African American,"50,000","19,500",*,*,"37,000","7,000",S,S,*,*,*,*,D,D,D,D,D,D
                    White,"50,000","6,000",S,S,"60,000","14,000","50,000","9,000","76,000","5,500","64,000","21,000","53,000","6,500","68,000","3,500","48,000","11,500"
                    Other racec,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
          Other non-S&E,"60,000","3,000",S,S,"63,000","4,000",S,S,"69,000","18,500","48,000","13,500","46,000",500,S,S,"97,000","36,000"
               Hispanic or Latinoa ,S,S,*,*,*,*,*,*,*,*,D,D,D,D,D,D,D,D
               Not Hispanic or Latino,,,,,,,,,,,,,,,,,,
                    American Indian or Alaska Nativeb,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
                    Asian,"47,000","19,500",*,*,*,*,*,*,*,*,*,*,S,S,*,*,*,*
                    Black or African American,"45,000","19,500",*,*,D,D,*,*,D,D,D,D,D,D,D,D,D,D
                    White,"60,000","14,000",S,S,"60,000","22,000",S,S,"69,000","16,500","57,000","16,500","45,000","21,000","88,000","28,000","98,000","36,000"
                    Other racec,*,*,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
,,,,,,,,,,,,,,,,,,
Data codes used in these tables: * = value < 500. D = suppressed to avoid disclosure of confidential information. S = suppressed for reliability; coefficient of variation exceeds publication standards.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Abbreviations used in these tables: S&E = science and engineering; SE = standard error.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
a Hispanic or Latino may be of any race.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"b American Indian or Alaska Native, Asian, black or African American, and white are single race.",,,,,,,,,,,,,,,,,,
c Other race includes Native Hawaiian or Other Pacific Islander and persons reporting more than one race who are not of Hispanic or Latino ethnicity.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"NOTES: Salaries are for principal job and rounded to the nearest $1,000. Standard errors for salaries are rounded up to the nearest $500. Detail may not add to total because of rounding. Scientists and engineers are bachelor's and higher degreed individuals living in the United States with an S&E or S&E-related degree or occupation. See appendix for additional details on coverage, eligibility, educational field classification, and occupational classification.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"SOURCE: National Science Foundation, National Center for Science and Engineering Statistics, Scientists and Engineers Statistical Data System (SESTAT): 2013.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"Data from survey cycle 2013, as of 24 February 2015.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
